OBJECTID,break_date,pipe_size,pipe_depth_ft,soil_type,repair_time_minutes
5288,2003/08/29 00:00:00+00,6,NA,Clay,60
5289,2003/09/06 00:00:00+00,6,NA,Clay (split on main),NA
5290,2003/09/08 00:00:00+00,8,NA,Clay,120
5291,2003/09/08 00:00:00+00,8,NA,Clay,120
5292,2003/09/10 00:00:00+00,8,NA,Clay,360
5293,2003/09/12 00:00:00+00,6,NA,Clay,120
5294,2003/09/19 00:00:00+00,8,NA,Clay,240
5295,2003/09/29 00:00:00+00,6,NA,Sand,180
5297,2003/10/08 00:00:00+00,4,NA,"Gravel, clay",90
5298,2003/10/08 00:00:00+00,6,NA,Clay,60
5299,2003/10/08 00:00:00+00,8,NA,Sand,120
5300,2003/10/08 00:00:00+00,6,NA,Clay,150
5301,2003/10/09 00:00:00+00,6,NA,Clay,60
5302,2003/10/13 00:00:00+00,6,NA,Sand,90
5304,2003/10/27 00:00:00+00,6,NA,clay,810
5305,2003/10/30 00:00:00+00,10,NA,"Sand, gravel",60
5306,2003/11/04 00:00:00+00,4,NA,Clay,120
5307,2003/11/13 00:00:00+00,6,NA,Clay,130
5308,2003/11/13 00:00:00+00,6,NA,"Clay, rock",60
5310,2003/11/17 00:00:00+00,8,NA,Clay,90
5311,2003/11/19 00:00:00+00,6,NA,Clay,60
5312,2003/11/17 00:00:00+00,12,NA,Clay,NA
5314,2003/11/24 00:00:00+00,6,NA,Clay,60
5315,2003/11/27 00:00:00+00,6,NA,"Clay, rock",150
5316,2003/11/29 00:00:00+00,8,NA,Clay,90
5317,2003/11/30 00:00:00+00,6,NA,Clay,90
5319,2003/12/03 00:00:00+00,8,NA,"Clay, rock",240
5320,2003/12/04 00:00:00+00,6,NA,"Clay, sand",180
5322,2003/12/10 00:00:00+00,6,NA,Clay,90
5323,2003/12/14 00:00:00+00,6,NA,"Sand, clay",150
5327,2003/12/19 00:00:00+00,6,NA,"Clay, sand",90
5328,2003/12/19 00:00:00+00,6,NA,"Clay, rock",90
5331,2003/12/21 00:00:00+00,6,NA,Clay,60
5334,2003/12/24 00:00:00+00,6,NA,Clay,90
5335,2003/12/25 00:00:00+00,6,NA,Clay,60
5336,2003/12/25 00:00:00+00,6,NA,Clay,60
5337,2003/12/25 00:00:00+00,10,NA,"Sand, rock, clay",900
5339,2003/12/26 00:00:00+00,6,NA,Clay,60
5341,2003/12/27 00:00:00+00,8,NA,"Clay, sand",60
5342,2003/12/28 00:00:00+00,8,NA,Clay,60
5343,2003/12/29 00:00:00+00,6,NA,Clay,60
5344,2003/12/29 00:00:00+00,6,NA,"Clay, rock",240
5346,2003/12/29 00:00:00+00,4,NA,"Clay, sand",180
5347,2004/01/02 00:00:00+00,6,NA,"Sand, clay",60
5348,2004/01/05 00:00:00+00,6,NA,Sand,150
5349,2004/01/06 00:00:00+00,6,NA,"Clay, dirt",120
5350,2004/01/06 00:00:00+00,6,NA,"Sand, rock, mud",60
5351,2004/01/07 00:00:00+00,6,NA,"Clay, gravel",120
5352,2004/01/07 00:00:00+00,10,NA,Clay,75
5353,2004/01/08 00:00:00+00,6,NA,Clay,90
5354,2004/01/08 00:00:00+00,6,NA,"Clay, rocks",675
5355,2004/01/09 00:00:00+00,6,NA,Clay,30
5356,2004/01/09 00:00:00+00,4,NA,Clay,120
5357,2004/01/12 00:00:00+00,6,NA,"Clay, rocks",120
5360,2004/01/15 00:00:00+00,6,NA,Clay,120
5361,2004/01/16 00:00:00+00,6,NA,Clay,45
5362,2004/01/17 00:00:00+00,6,NA,Clay,90
5363,2004/01/17 00:00:00+00,6,NA,"Sand, rock",60
5365,2004/01/17 00:00:00+00,6,NA,Clay,60
5366,2004/01/17 00:00:00+00,6,NA,Clay,60
5369,2004/01/18 00:00:00+00,6,NA,Clay,60
5370,2004/01/18 00:00:00+00,6,NA,"Clay, rock",240
5371,2004/01/20 00:00:00+00,6,NA,Clay,90
5374,2004/01/21 00:00:00+00,6,NA,Clay,90
5375,2004/01/22 00:00:00+00,6,NA,Sand,160
5376,2004/01/23 00:00:00+00,8,NA,"Sand, clay",120
5377,2004/01/23 00:00:00+00,6,NA,Clay,60
5378,2004/01/23 00:00:00+00,4,NA,Clay,210
5379,2004/01/23 00:00:00+00,4,NA,Clay,210
5382,2004/01/27 00:00:00+00,6,NA,Clay,60
5383,2004/01/28 00:00:00+00,6,NA,"Clay, sand",90
5384,2004/01/29 00:00:00+00,6,NA,"Clay, rock",90
5385,2004/01/30 00:00:00+00,6,NA,Clay,150
5389,2004/02/01 00:00:00+00,6,NA,Clay,120
5390,2004/01/29 00:00:00+00,8,NA,Clay,90
5391,2004/01/29 00:00:00+00,6,NA,"Sand, rock",150
5392,2004/01/29 00:00:00+00,6,NA,Clay,180
5394,2004/02/02 00:00:00+00,6,NA,"Sand, clay",90
5395,2004/02/02 00:00:00+00,6,NA,"Clay, rock, sand",90
5397,2004/02/03 00:00:00+00,6,NA,"Clay, sand",60
5398,2004/02/03 00:00:00+00,6,NA,Clay,90
5400,2004/02/04 00:00:00+00,6,NA,Clay,180
5401,2004/02/04 00:00:00+00,6,NA,Clay,150
5402,2004/02/05 00:00:00+00,6,NA,Clay over sand,60
5403,2004/02/06 00:00:00+00,6,NA,"Clay, sand",180
5406,2004/02/07 00:00:00+00,6,NA,Clay,75
5407,2004/02/08 00:00:00+00,6,NA,"Clay, rock",60
5408,2004/02/09 00:00:00+00,6,NA,Clay,120
5409,2004/02/03 00:00:00+00,8,NA,"Sand, stone",NA
5411,2004/02/10 00:00:00+00,6,NA,Clay,90
5412,2004/02/12 00:00:00+00,6,NA,Clay,90
5414,2004/02/13 00:00:00+00,10,NA,"Sand, gravel",NA
5416,2004/02/13 00:00:00+00,6,NA,Sand,90
5418,2004/02/16 00:00:00+00,6,NA,Clay,90
5419,2004/02/17 00:00:00+00,6,NA,Clay,90
5420,2004/02/18 00:00:00+00,6,NA,Clay,90
5421,2004/02/18 00:00:00+00,6,NA,Clay,150
5422,2004/02/19 00:00:00+00,6,NA,"Clay, sand",150
5423,2004/02/20 00:00:00+00,6,NA,"Dirt, clay",30
5424,2004/02/23 00:00:00+00,6,NA,Clay,60
5427,2004/02/28 00:00:00+00,6,NA,Clay,120
5429,2004/03/04 00:00:00+00,6,NA,Clay,60
5430,2004/03/09 00:00:00+00,6,NA,Clay,240
5432,2004/04/14 00:00:00+00,6,NA,Clay,120
5433,2004/04/22 00:00:00+00,10,NA,Clay,180
5435,2004/05/13 00:00:00+00,6,NA,Clay,120
5437,1999/01/01 00:00:00+00,6,NA,NA,NA
5438,1999/01/01 00:00:00+00,6,NA,NA,NA
5439,2008/05/06 00:00:00+00,10,8,"Sand, rock",90
5440,2008/05/21 00:00:00+00,16,5,Clay,480
5441,2008/06/19 00:00:00+00,4,5,"Clay, sand",240
5442,2008/06/22 00:00:00+00,10,5.5,Clay,230
5443,2008/06/25 00:00:00+00,10,4,Landfill,960
5444,2008/07/11 00:00:00+00,6,5.17,"Sand, rock",900
5446,2008/07/15 00:00:00+00,6,5.5,"Gravel, sand",180
5447,2008/07/28 00:00:00+00,8,6.5,Clay,165
5449,2008/08/16 00:00:00+00,6,5.5,"Gravel, sand, clay",855
5450,2008/08/12 00:00:00+00,6,7.5,"Sand, Clay",240
5451,2008/09/05 00:00:00+00,6,6.25,"Rock, sand",120
5452,2008/09/03 00:00:00+00,6,3,"Sand, rock",240
5453,2008/09/06 00:00:00+00,6,7,Clay,150
5454,2008/09/09 00:00:00+00,10,6,"Rock, clay",75
5455,2008/09/12 00:00:00+00,8,5.83,Sand,60
5456,2008/09/12 00:00:00+00,6,6,Clay,180
5457,2008/09/17 00:00:00+00,8,7.5,Clay,480
5458,2008/09/21 00:00:00+00,8,6,Clay,270
5459,2008/09/22 00:00:00+00,6,5.5,"Silt, loam",240
5460,2008/09/18 00:00:00+00,6,6,Clay,120
5461,2008/09/22 00:00:00+00,6,6,Sand,120
5462,2008/09/23 00:00:00+00,6,5,"Clay, gravl",60
5463,2008/09/29 00:00:00+00,6,6,Clay,120
5464,2008/09/30 00:00:00+00,6,5.5,"Clay, sand, dirt",720
5465,2000/12/15 00:00:00+00,6,6.33,Clay,60
5466,1999/01/03 00:00:00+00,NA,NA,NA,NA
5467,1970/01/01 00:00:00+00,NA,NA,NA,NA
5468,2008/10/16 00:00:00+00,10,6,Sand,1200
5470,1997/01/02 00:00:00+00,NA,NA,NA,NA
5474,1970/01/01 00:00:00+00,NA,NA,NA,NA
5475,1998/08/01 00:00:00+00,NA,NA,NA,NA
5476,1998/08/21 00:00:00+00,NA,NA,NA,NA
5477,1998/09/09 00:00:00+00,NA,NA,NA,NA
5480,1998/11/16 00:00:00+00,NA,NA,NA,NA
5481,1999/01/12 00:00:00+00,NA,NA,NA,NA
5482,1999/01/13 00:00:00+00,NA,NA,NA,NA
5485,1970/01/01 00:00:00+00,NA,NA,NA,NA
5487,1999/07/30 00:00:00+00,NA,NA,NA,NA
5490,1999/12/01 00:00:00+00,NA,NA,NA,NA
5491,1999/12/13 00:00:00+00,NA,NA,NA,NA
5492,1999/12/18 00:00:00+00,NA,NA,NA,NA
5494,2000/01/02 00:00:00+00,6,NA,Clay,60
5495,2000/02/10 00:00:00+00,NA,NA,NA,NA
5500,2000/07/12 00:00:00+00,NA,NA,NA,NA
5501,1970/01/01 00:00:00+00,NA,NA,NA,NA
5502,1970/01/01 00:00:00+00,NA,NA,NA,NA
5505,1970/01/01 00:00:00+00,NA,NA,NA,NA
5506,1970/01/01 00:00:00+00,NA,NA,NA,NA
5507,1970/01/01 00:00:00+00,NA,NA,NA,NA
5508,1970/01/01 00:00:00+00,NA,NA,NA,NA
5512,2000/12/31 00:00:00+00,NA,NA,NA,NA
5513,2001/01/03 00:00:00+00,NA,NA,NA,NA
5516,2001/02/20 00:00:00+00,NA,NA,NA,NA
5519,2001/05/03 00:00:00+00,NA,NA,NA,NA
5521,2001/07/06 00:00:00+00,NA,NA,NA,NA
5522,2001/12/26 00:00:00+00,NA,NA,NA,NA
5523,2001/07/06 00:00:00+00,NA,NA,NA,NA
5524,2002/01/04 00:00:00+00,NA,NA,NA,NA
5525,2002/01/14 00:00:00+00,NA,NA,NA,NA
5527,2008/10/29 00:00:00+00,6,5,Clay,60
5530,2002/01/22 00:00:00+00,NA,NA,NA,NA
5531,2002/01/24 00:00:00+00,NA,NA,NA,NA
5532,2002/01/30 00:00:00+00,NA,NA,NA,NA
5533,2002/02/07 00:00:00+00,NA,NA,NA,NA
5534,2008/10/30 00:00:00+00,6,6,"Clay, rock",60
5535,2008/11/04 00:00:00+00,8,4.5,Clay,180
5537,2008/11/05 00:00:00+00,6,5.5,Gravel/Clay,60
5538,2002/02/22 00:00:00+00,NA,NA,NA,NA
5539,2002/03/02 00:00:00+00,NA,NA,NA,NA
5540,2002/03/11 00:00:00+00,NA,NA,NA,NA
5541,2002/04/19 00:00:00+00,NA,NA,NA,NA
5542,2002/07/03 00:00:00+00,6,5,CLAY,NA
5544,2002/08/10 00:00:00+00,8,7.5,"CLAY, SILT",NA
5546,2002/08/27 00:00:00+00,NA,NA,NA,NA
5547,2002/08/27 00:00:00+00,NA,NA,NA,NA
5548,2002/09/19 00:00:00+00,NA,NA,NA,NA
5549,2002/09/27 00:00:00+00,NA,NA,NA,NA
5550,2002/09/29 00:00:00+00,6,NA,sand,60
5553,2002/12/14 00:00:00+00,NA,NA,NA,NA
5554,2003/02/09 00:00:00+00,NA,NA,NA,NA
5555,2003/02/14 00:00:00+00,NA,NA,NA,NA
5556,2003/02/16 00:00:00+00,NA,NA,NA,NA
5557,2003/02/21 00:00:00+00,NA,NA,NA,NA
5558,2003/02/25 00:00:00+00,NA,NA,NA,NA
5559,2003/03/03 00:00:00+00,NA,NA,NA,NA
5564,2003/07/29 00:00:00+00,NA,NA,NA,NA
5565,2003/09/04 00:00:00+00,NA,NA,NA,NA
5566,2003/12/06 00:00:00+00,NA,NA,NA,NA
5567,2004/01/31 00:00:00+00,NA,NA,NA,NA
5568,2004/01/31 00:00:00+00,NA,NA,NA,NA
5569,2004/07/30 00:00:00+00,NA,NA,NA,NA
5571,2005/02/18 00:00:00+00,NA,NA,NA,NA
5572,2005/03/04 00:00:00+00,NA,NA,NA,NA
5573,2005/03/18 00:00:00+00,NA,NA,NA,NA
5574,2005/08/22 00:00:00+00,NA,NA,NA,NA
5575,2005/11/15 00:00:00+00,NA,NA,NA,NA
5576,2005/12/17 00:00:00+00,NA,NA,NA,NA
5577,2005/12/19 00:00:00+00,NA,NA,NA,NA
5578,2000/10/19 00:00:00+00,6,NA,Clay,240
5579,2006/01/03 00:00:00+00,6,6.5,Clay,0
5580,2006/01/06 00:00:00+00,6,7.75,"Clay, sand",360
5581,2006/01/19 00:00:00+00,6,7.25,"Clay, sand",120
5582,2006/02/18 00:00:00+00,8,5.5,Clay,60
5583,2006/02/24 00:00:00+00,8,5,Clay,NA
5584,2006/04/18 00:00:00+00,6,5.75,"Sand, rock",120
5586,2006/11/22 00:00:00+00,6,10,"Sand, gravel",180
5587,2007/01/13 00:00:00+00,NA,NA,NA,NA
5588,2007/05/21 00:00:00+00,NA,NA,NA,NA
5590,2007/09/13 00:00:00+00,NA,NA,NA,NA
5591,2007/10/04 00:00:00+00,NA,NA,NA,NA
5592,2004/02/06 00:00:00+00,6,NA,"Clay, sand",180
5595,2000/02/21 00:00:00+00,6,NA,Clay,60
5596,2000/12/24 00:00:00+00,8,NA,Clay,90
5597,2004/01/07 00:00:00+00,6,NA,"Clay, gravel",120
5598,1970/01/01 00:00:00+00,NA,NA,NA,NA
5600,2008/11/16 00:00:00+00,6,4,"Rock, clay",320
5601,2008/11/16 00:00:00+00,6,4,"Rock, clay",375
5602,2008/11/04 00:00:00+00,4,6,"Gravel, sand",120
5604,2008/11/22 00:00:00+00,6,4.83,Dirt,90
5605,2008/11/29 00:00:00+00,6,4.5,"Clay, rock",120
5606,2008/11/30 00:00:00+00,6,6,"Clay, rock",NA
5609,2008/11/17 00:00:00+00,6,6,Sand,90
5610,2008/11/23 00:00:00+00,8,6.5,Clay,180
5611,2008/12/02 00:00:00+00,10,6.83,"Clay, rock",240
5612,2008/12/02 00:00:00+00,6,5,Clay,60
5613,2003/01/27 00:00:00+00,NA,NA,NA,NA
5614,2008/12/03 00:00:00+00,6,5,"Clay, rock",120
5616,2008/12/06 00:00:00+00,6,4.5,Clay,40
5617,2008/12/08 00:00:00+00,10,5.5,Rock,115
5619,2008/12/08 00:00:00+00,10,5,"clay, rock",60
5620,2001/01/09 00:00:00+00,10,NA,Clay,90
5621,2001/01/07 00:00:00+00,6,NA,Clay,60
5622,2001/01/11 00:00:00+00,6,NA,Clay,60
5623,2001/01/15 00:00:00+00,6,NA,"Clay, rock",NA
5624,2001/01/15 00:00:00+00,8,NA,"Clay, sand, rock",90
5625,2001/01/15 00:00:00+00,6,NA,"Clay, sand, rock",60
5627,2001/01/20 00:00:00+00,8,NA,"Clay, rock",60
5628,2001/01/21 00:00:00+00,6,NA,Clay,60
5630,2001/01/22 00:00:00+00,4,NA,"Clay, rock",150
5632,2001/01/22 00:00:00+00,6,NA,Clay,60
5633,2001/01/23 00:00:00+00,6,NA,Clay,120
5634,2001/01/25 00:00:00+00,6,NA,"Clay, sand",90
5635,2001/01/28 00:00:00+00,6,NA,Clay,60
5637,2001/02/02 00:00:00+00,6,NA,"Clay, rock",60
5638,2001/02/03 00:00:00+00,6,NA,"Clay, rock",60
5639,2001/02/04 00:00:00+00,6,NA,"Rock, Clay",210
5640,2001/02/06 00:00:00+00,6,NA,Clay,120
5641,2001/02/07 00:00:00+00,6,NA,"Sand, clay",150
5642,2001/02/07 00:00:00+00,8,NA,"Clay, rock",60
5643,2001/02/08 00:00:00+00,6,NA,"Rock, clay",150
5646,2001/02/10 00:00:00+00,8,NA,Clay,120
5648,2001/02/10 00:00:00+00,4,NA,"Clay, sand",780
5650,2001/02/15 00:00:00+00,6,NA,"Clay, sand",90
5651,2001/02/20 00:00:00+00,6,NA,Clay,90
5652,2001/02/20 00:00:00+00,6,NA,Clay,60
5653,2001/02/20 00:00:00+00,6,NA,Clay,120
5654,2001/02/22 00:00:00+00,6,NA,Clay,60
5656,2001/02/26 00:00:00+00,6,NA,Clay,90
5657,2001/02/26 00:00:00+00,6,NA,Clay,240
5659,2001/01/01 00:00:00+00,6,NA,"Clay, rock",60
5660,2001/03/04 00:00:00+00,8,NA,"Clay, sand",60
5661,2001/03/08 00:00:00+00,8,NA,Clay,780
5662,2001/03/11 00:00:00+00,6,NA,"Clay, rock",60
5663,2001/03/11 00:00:00+00,6,NA,"Clay, rock",60
5664,2001/03/13 00:00:00+00,6,NA,NA,150
5665,2001/03/13 00:00:00+00,6,NA,NA,60
5666,2001/03/14 00:00:00+00,6,NA,Clay,120
5667,2001/03/15 00:00:00+00,6,NA,gravel,220
5668,2001/03/29 00:00:00+00,12,NA,"Sand, clay",NA
5669,2001/04/08 00:00:00+00,6,NA,NA,60
5672,2001/04/18 00:00:00+00,8,NA,Gravel,90
5673,2001/04/30 00:00:00+00,10,NA,Clay,360
5674,2001/04/29 00:00:00+00,6,6,Gravel,60
5675,2001/05/08 00:00:00+00,8,NA,Clay,150
5676,2001/05/18 00:00:00+00,6,NA,"Sand, clay",840
5678,2001/06/18 00:00:00+00,6,NA,Select fill,270
5680,2001/07/10 00:00:00+00,6,NA,"Sand, gravel, clay",180
5681,2001/07/18 00:00:00+00,10,NA,Clay,210
5682,2001/07/29 00:00:00+00,4,NA,Gravel,300
5683,2001/07/31 00:00:00+00,6,NA,Clay,180
5685,2001/08/03 00:00:00+00,6,NA,Clay,60
5686,2001/07/30 00:00:00+00,8,NA,"Sand, clay",NA
5688,2001/08/13 00:00:00+00,6,NA,Rock,60
5689,2001/08/14 00:00:00+00,6,NA,Clay,30
5691,2001/08/20 00:00:00+00,10,NA,Rock,300
5692,2001/01/01 00:00:00+00,6,NA,Clay,90
5693,2001/09/02 00:00:00+00,6,NA,"Clay, sand",240
5694,2001/09/04 00:00:00+00,6,NA,Clay,105
5696,2001/09/23 00:00:00+00,6,NA,Clay,180
5697,2001/09/24 00:00:00+00,6,NA,"Clay, sand",60
5701,2001/10/10 00:00:00+00,6,NA,Sand,60
5703,2001/10/26 00:00:00+00,6,NA,Clay,60
5705,2001/10/27 00:00:00+00,6,NA,"Sand, gravel",120
5706,2001/11/07 00:00:00+00,6,NA,"Clay, rock",60
5707,2001/11/12 00:00:00+00,8,NA,"Clay, sand, gravel",120
5708,2001/11/26 00:00:00+00,6,NA,"Sand, clay",180
5709,2001/11/26 00:00:00+00,8,NA,Clay,60
5710,2001/11/27 00:00:00+00,6,NA,"Clay, rock",90
5711,2001/11/27 00:00:00+00,4,NA,Clay,180
5712,2001/11/25 00:00:00+00,6,NA,Clay,120
5713,2001/12/02 00:00:00+00,8,NA,Clay,60
5714,2001/12/03 00:00:00+00,8,NA,"Sand, clay",510
5716,2001/12/04 00:00:00+00,8,NA,"Clay, sand, rock",180
5717,2001/12/05 00:00:00+00,6,NA,"clay, rock",90
5718,2001/12/07 00:00:00+00,6,NA,Sand,120
5719,2001/12/08 00:00:00+00,6,NA,Clay,60
5720,2001/12/15 00:00:00+00,6,NA,Clay,90
5721,2001/12/18 00:00:00+00,6,NA,Clay,60
5722,2001/12/18 00:00:00+00,10,NA,"Sand, gravel",90
5723,2001/12/23 00:00:00+00,6,NA,Clay,60
5724,2001/12/26 00:00:00+00,8,NA,Clay,150
5725,2001/12/26 00:00:00+00,10,NA,Sand,135
5726,2001/12/26 00:00:00+00,12,NA,Clay,120
5727,2001/12/27 00:00:00+00,6,NA,Sand,60
5728,2001/12/27 00:00:00+00,6,NA,Clay,60
5729,2001/12/27 00:00:00+00,6,NA,Rock,60
5730,2001/12/28 00:00:00+00,6,NA,"Clay, sand",135
5731,2001/12/28 00:00:00+00,12,NA,Clay,300
5732,2001/12/31 00:00:00+00,6,NA,"Clay, rock",60
5734,2001/12/31 00:00:00+00,6,NA,Clay,60
5735,2002/01/01 00:00:00+00,12,NA,Clay,330
5736,2002/01/01 00:00:00+00,6,NA,Clay,60
5738,2002/01/02 00:00:00+00,6,NA,Clay,180
5739,2002/01/03 00:00:00+00,6,NA,"Clay, rock",60
5741,2002/09/09 00:00:00+00,8,NA,Clay,60
5742,2002/01/05 00:00:00+00,6,NA,Clay,60
5743,2002/02/12 00:00:00+00,6,NA,Clay,780
5744,2002/04/15 00:00:00+00,16,NA,Rock sand,NA
5745,2002/08/26 00:00:00+00,6,NA,Sand,0
5746,2002/10/15 00:00:00+00,6,NA,"clay, gravel",0
5747,2002/10/23 00:00:00+00,8,NA,clay,300
5748,2002/10/30 00:00:00+00,10,NA,clay,60
5749,2002/11/29 00:00:00+00,6,NA,clay,120
5751,2002/12/09 00:00:00+00,6,NA,clay,90
5753,2002/12/26 00:00:00+00,6,NA,"sand, clay",360
5754,2002/12/29 00:00:00+00,6,NA,CLAY,60
5755,2003/01/01 00:00:00+00,6,NA,Clay,60
5756,2002/01/06 00:00:00+00,6,NA,Clay,60
5759,2002/01/08 00:00:00+00,6,NA,"Sand, rock",330
5760,2002/01/09 00:00:00+00,6,NA,Clay,75
5762,2008/12/09 00:00:00+00,6,4.5,Clay,45
5763,2008/11/14 00:00:00+00,6,7,"Sand, rock",120
5764,2008/12/14 00:00:00+00,6,4.83,"Rock, clay",90
5765,2008/12/12 00:00:00+00,6,6,Clay,45
5766,2008/12/12 00:00:00+00,6,5.83,Clay,60
5768,2008/12/15 00:00:00+00,6,6,Clay,60
5769,2008/12/15 00:00:00+00,6,5.17,"Clay, dirt",60
5770,2002/12/16 00:00:00+00,6,NA,clay,90
5773,2002/12/19 00:00:00+00,6,NA,"clay, rock , dirt",60
5774,2002/12/19 00:00:00+00,8,NA,clay,120
5775,2002/12/20 00:00:00+00,6,NA,clay,60
5776,2002/12/21 00:00:00+00,6,NA,clay,60
5780,2002/12/26 00:00:00+00,6,NA,rock. Clay,180
5781,2002/12/27 00:00:00+00,6,NA,sand,60
5782,2002/12/29 00:00:00+00,6,NA,"Clay, rock",120
5784,2002/12/30 00:00:00+00,6,5.5,Clay,60
5785,2002/12/31 00:00:00+00,6,5,"sand, rock",30
5786,2008/12/10 00:00:00+00,6,7.5,"Clay, sand",180
5788,2008/12/16 00:00:00+00,10,5.75,Clay,60
5789,2008/12/16 00:00:00+00,8,5.5,Clay,60
5791,2008/12/17 00:00:00+00,4,6.17,Clay,60
5792,2008/12/18 00:00:00+00,6,5.5,Clay,60
5793,2008/12/20 00:00:00+00,6,5.83,clay,90
5794,2008/12/20 00:00:00+00,6,3.83,Clay,90
5797,2008/12/21 00:00:00+00,6,6,"Sand, rock",210
5798,2008/12/21 00:00:00+00,6,6.5,Clay,180
5799,2008/12/22 00:00:00+00,6,6.83,"Clay, rock",120
5801,2008/12/23 00:00:00+00,6,5.5,"Clay, sand",180
5802,2008/12/24 00:00:00+00,8,6.5,Clay,330
5803,2008/12/24 00:00:00+00,6,5,Sand,75
5804,2008/12/25 00:00:00+00,6,6,Clay,90
5805,2008/12/25 00:00:00+00,6,5,"Sand, rock",105
5806,2008/12/25 00:00:00+00,6,6,"Clay, rock",60
5810,2008/12/26 00:00:00+00,6,6,"Rock, clay",90
5811,2008/12/27 00:00:00+00,6,5.5,Clay,90
5812,2008/12/28 00:00:00+00,8,5.5,Clay,90
5813,2008/12/29 00:00:00+00,6,5.5,Sand,NA
5814,2008/12/29 00:00:00+00,6,6,Clay,210
5815,2008/12/29 00:00:00+00,6,6,Clay,210
5817,2008/12/30 00:00:00+00,6,5.5,"Clay, rock",175
5818,2008/12/30 00:00:00+00,6,6,Clay,90
5819,2008/12/31 00:00:00+00,6,6.25,"Clay, rock",90
5820,2008/12/31 00:00:00+00,6,6,"Sand, rock",90
5821,2009/01/01 00:00:00+00,6,5,Clay,90
5822,2009/01/02 00:00:00+00,6,5.5,"Sand, rock",90
5823,2009/01/03 00:00:00+00,6,7,Clay,120
5824,2009/01/02 00:00:00+00,4,6,Clay,1275
5825,2009/01/02 00:00:00+00,4,6,Clay,1275
5826,2009/01/02 00:00:00+00,4,6,Clay,1275
5827,2009/01/04 00:00:00+00,6,6,"Sand, rock",60
5828,2009/01/04 00:00:00+00,6,6,"Clay, rock",810
5829,2009/01/05 00:00:00+00,4,NA,Clay,60
5830,2009/01/05 00:00:00+00,8,6.17,"Sand, rock",90
5831,2009/01/06 00:00:00+00,6,7,Clay,90
5832,2009/01/06 00:00:00+00,6,6.25,Clay,90
5833,2009/01/07 00:00:00+00,6,5.5,Clay,90
5834,2009/01/07 00:00:00+00,6,5.5,"Sand, aggregate",120
5836,2009/01/07 00:00:00+00,8,6.33,"Clay, rock",120
5837,2009/01/09 00:00:00+00,6,5.5,"Sand, rock",90
5839,2009/01/10 00:00:00+00,6,6,"Rock, clay",60
5840,2009/01/10 00:00:00+00,6,5.83,Sand,1020
5842,2009/01/11 00:00:00+00,6,6.63,"Sand, rock",90
5843,2009/01/11 00:00:00+00,6,5.83,"Sand, clay, rock",150
5844,2009/01/12 00:00:00+00,6,5,"Clay, rock",90
5845,2009/01/13 00:00:00+00,6,6,Clay,115
5847,2009/01/16 00:00:00+00,6,7,"Clay, sand",90
5848,2009/01/16 00:00:00+00,6,6.5,"rock, sand",275
5849,2009/01/16 00:00:00+00,6,5,"clay, rock",90
5850,2009/01/16 00:00:00+00,6,5.5,Clay,60
5851,2009/01/16 00:00:00+00,6,5.75,Clay,870
5852,2009/01/16 00:00:00+00,6,6,"Clay, rock",120
5855,2009/01/17 00:00:00+00,4,5.1,"Rock, clay",900
5856,2009/01/18 00:00:00+00,6,5.5,"Clay, bedrock",137
5857,2009/01/18 00:00:00+00,8,6.25,"Clay, rock",120
5858,2009/01/18 00:00:00+00,6,5.5,"Clay, rock",810
5861,2009/01/21 00:00:00+00,6,5.83,Clay,120
5862,2009/01/21 00:00:00+00,6,5,Clay,120
5863,2009/01/21 00:00:00+00,6,5,Clay,120
5864,2009/01/20 00:00:00+00,6,6.1,"Clay, rock",120
5865,2009/01/22 00:00:00+00,6,6.17,Clay,60
5868,2009/01/23 00:00:00+00,6,7,"Clay, rock",90
5869,2009/01/23 00:00:00+00,4,6,"Clay, rock, sand",180
5870,2009/01/23 00:00:00+00,6,6.57,Clay,180
5871,2009/01/23 00:00:00+00,6,6.17,"Clay, sand",105
5872,2009/01/24 00:00:00+00,6,5,Clay,840
5873,2009/01/24 00:00:00+00,4,7,Clay,150
5875,2009/01/24 00:00:00+00,6,5.5,"Clay, rock",120
5876,2009/01/25 00:00:00+00,4,5.5,Clay,840
5878,2009/01/26 00:00:00+00,6,7,Clay,960
5879,2009/01/26 00:00:00+00,6,5.83,Clay,150
5880,2009/01/26 00:00:00+00,6,4.17,"Sand, stone",90
5881,2009/01/27 00:00:00+00,6,5.83,"Clay, rock",90
5882,2009/01/27 00:00:00+00,6,6,Clay,60
5883,2009/01/27 00:00:00+00,6,6,Clay,150
5884,2009/01/28 00:00:00+00,10,5,Clay,1140
5886,2009/01/28 00:00:00+00,6,5.17,Clay,1080
5887,2009/01/28 00:00:00+00,4,6.25,"Clay, rock",120
5889,2009/01/27 00:00:00+00,6,6.17,"Sand, rock",30
5890,2009/01/28 00:00:00+00,6,6.33,Clay,180
5892,2009/01/29 00:00:00+00,6,6.12,"Rock, sand",60
5893,2009/02/01 00:00:00+00,6,5.5,"Clay, rock",150
5895,2009/01/31 00:00:00+00,6,5.33,"Clay, rock",65
5896,2009/01/31 00:00:00+00,6,6.5,Clay,900
5898,2009/01/31 00:00:00+00,6,4.67,Clay,80
5900,2009/01/30 00:00:00+00,6,6.83,Clay,90
5901,2009/01/30 00:00:00+00,4,8,Clay,300
